ts,platform,ms_played,conn_country,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp
2019-03-22 00:06:48+00:00,Windows 10 (10.0.17134; x64),740,US,Talk,Khalid,Talk,spotify:track:0rTV5WefWd1J3OwIheTzxM,fwdbtn,fwdbtn,False,False,False,
2019-03-22 00:06:49+00:00,Windows 10 (10.0.17134; x64),200,US,SICKO MODE,Travis Scott,ASTROWORLD,spotify:track:2xLMifQCjDGFmkHkpNLD9h,fwdbtn,fwdbtn,False,False,False,
2019-03-22 00:06:50+00:00,Windows 10 (10.0.17134; x64),800,US,Without Me,Halsey,Without Me,spotify:track:5p7ujcrUXASCNwRaWNHR1C,fwdbtn,fwdbtn,False,False,False,
2019-03-22 00:06:55+00:00,Windows 10 (10.0.17134; x64),4470,US,My Bad,Khalid,My Bad,spotify:track:1DUSuNhF8P5vUGNPpQiZa5,fwdbtn,endplay,False,False,False,
2019-03-22 00:08:44+00:00,Windows 10 (10.0.17134; x64),110093,US,Fell In Love With A Girl,The White Stripes,White Blood Cells,spotify:track:6YK2tAEYnHgYkkC6TSziqM,clickrow,trackdone,False,False,False,
2019-03-22 00:11:45+00:00,Windows 10 (10.0.17134; x64),179973,US,Salute Your Solution,The Raconteurs,Consolers of the Lonely,spotify:track:0ydgFPcYrxaHgVuLd17mjh,trackdone,trackdone,False,False,False,
2019-03-22 00:15:52+00:00,Windows 10 (10.0.17134; x64),246306,US,Fever,The Black Keys,Turn Blue,spotify:track:3Hx7RXqCS7Kzjy2ot2q1Gk,trackdone,trackdone,False,False,False,
2019-03-22 00:18:06+00:00,Windows 10 (10.0.17134; x64),133546,US,C'mon C'mon,The Von Bondies,Pawn Shoppe Heart,spotify:track:0YPDp1KIxVLTdh3vnvk6wd,trackdone,trackdone,False,False,False,
2019-03-22 00:19:17+00:00,Windows 10 (10.0.17134; x64),69780,US,Another Way to Die,Jack White,As I Am (Expanded Edition),spotify:track:3ODl8J0TZAykdMCtCIO28n,trackdone,fwdbtn,False,False,False,
2019-03-22 00:22:30+00:00,Windows 10 (10.0.17134; x64),193373,US,Last Nite,The Strokes,Is This It,spotify:track:3SUusuA9jH1v6PVwtYMbdv,fwdbtn,trackdone,False,False,False,
2019-03-22 00:24:37+00:00,Windows 10 (10.0.17134; x64),126573,US,Get Free,The Vines,Highly Evolved,spotify:track:1JcGNoiwifg0MdJMVgJQYx,trackdone,trackdone,False,False,False,
2019-03-22 00:29:15+00:00,Windows 10 (10.0.17134; x64),278160,US,Whatever Happened To My Rock 'N' Roll (Punk Song),Black Rebel Motorcycle Club,B.R.M.C.,spotify:track:4A7KHIDzVdDFd81XPWFiix,trackdone,trackdone,False,False,False,
2019-03-22 19:07:12+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",166600,US,Confessions of a Dangerous Mind,Logic,Confessions of a Dangerous Mind,spotify:track:5CE0V7z1ePOZQNJNpWxYGA,clickrow,logout,False,False,False,
2019-03-22 19:59:22+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",117808,US,Confessions of a Dangerous Mind,Logic,Confessions of a Dangerous Mind,spotify:track:5CE0V7z1ePOZQNJNpWxYGA,appload,trackdone,False,False,False,
2019-03-22 20:03:50+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",25943,US,Gang Related,Logic,Under Pressure - Deluxe,spotify:track:1Kp6WFxRzc0sRBmGSgIYat,clickrow,endplay,False,False,False,
2019-03-22 20:03:58+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",8196,US,How Long Do I Have To Wait For You?,Sharon Jones & The Dap-Kings,Naturally,spotify:track:4fMXQkXkfmO6KWKVwxvkWT,clickrow,endplay,False,False,False,
2019-03-22 20:04:02+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",4115,US,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera,spotify:track:7tFiyTwD0nx5a1eklYtX2J,clickrow,endplay,False,False,False,
2019-03-22 20:04:42+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",39425,US,illuminatro,Logic,Bobby Tarantino,spotify:track:0cdXG7PwSUOv19gF6dMv5n,clickrow,fwdbtn,False,False,False,
2019-03-22 20:13:39+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",218946,US,Flexicution,Logic,Bobby Tarantino,spotify:track:2c8sgbZoEanC3QyFNZxUcA,fwdbtn,trackdone,False,False,False,
2019-03-22 20:17:39+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",238400,US,The Jam,Logic,Bobby Tarantino,spotify:track:4dVJyyeCPEONr44NIrXvie,trackdone,trackdone,False,False,False,
2019-03-22 20:20:55+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",196893,US,Slave II,Logic,Bobby Tarantino,spotify:track:4Mr73gFwZUeFnrfRov23we,trackdone,trackdone,False,False,False,
2019-03-22 20:21:09+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",13002,US,A Word From Our Sponsor,Logic,Bobby Tarantino,spotify:track:1AdD7pFBsQICMHiQTz9uwV,trackdone,fwdbtn,False,False,False,
2019-03-22 20:34:48+00:00,Windows 10 (10.0.17134; x64),116293,US,The Difference Between Us,The Dead Weather,Sea of Cowards,spotify:track:31rLTmedDW4HwiK2vJJszK,trackdone,logout,False,False,False,
2019-03-22 21:11:34+00:00,Windows 10 (10.0.17134; x64),1290,US,Splashin,Rich The Kid,Splashin,spotify:track:79OEIr4J4FHV0O3KrhaXRb,clickrow,fwdbtn,False,False,False,
2019-03-22 21:12:09+00:00,Windows 10 (10.0.17134; x64),10920,US,Going Bad (feat. Drake),Meek Mill,Championships,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,fwdbtn,endplay,False,False,False,
2019-03-22 21:15:12+00:00,Windows 10 (10.0.17134; x64),183413,US,The Bloodiest,Jay Rock,Redemption,spotify:track:3eEMeaaT3otIimFCcYcS7i,clickrow,trackdone,False,False,False,
2019-03-22 21:17:23+00:00,Windows 10 (10.0.17134; x64),130266,US,For What It's Worth,Jay Rock,Redemption,spotify:track:2E332aF5PwLmxrLOhuh3FF,trackdone,fwdbtn,False,False,False,
2019-03-22 21:19:35+00:00,Windows 10 (10.0.17134; x64),131510,US,Knock It Off,Jay Rock,Redemption,spotify:track:317dDsMf2x1lsneSL5xg20,fwdbtn,fwdbtn,False,False,False,
2019-03-22 21:21:25+00:00,"Android OS 8.0.0 API 26 (samsung, SM-N950U)",129122,US,Wrist,Logic,Bobby Tarantino,spotify:track:7qT7NUDywO7vNJNTNxqWiN,fwdbtn,logout,False,False,False,
2019-03-22 21:22:40+00:00,Windows 10 (10.0.17134; x64),184820,US,ES Tales,Jay Rock,Redemption,spotify:track:3EaoAGLcFzdHvzByzAlAZJ,fwdbtn,fwdbtn,False,False,False,
2019-03-22 21:22:59+00:00,Windows 10 (10.0.17134; x64),19510,US,Rotation 112th,Jay Rock,Redemption,spotify:track:18Zq1ovdgC9gdQluiOvuaD,fwdbtn,fwdbtn,False,False,False,
2019-03-22 21:23:47+00:00,Windows 10 (10.0.17134; x64),48133,US,illuminatro,Logic,Bobby Tarantino,spotify:track:0cdXG7PwSUOv19gF6dMv5n,fwdbtn,trackdone,False,False,False,
2019-03-22 21:24:30+00:00,Windows 10 (10.0.17134; x64),42436,US,Flexicution,Logic,Bobby Tarantino,spotify:track:2c8sgbZoEanC3QyFNZxUcA,trackdone,fwdbtn,False,False,False,
2019-03-22 21:24:31+00:00,Windows 10 (10.0.17134; x64),910,US,The Jam,Logic,Bobby Tarantino,spotify:track:4dVJyyeCPEONr44NIrXvie,fwdbtn,fwdbtn,False,False,False,
2019-03-22 21:24:35+00:00,Windows 10 (10.0.17134; x64),4000,US,Slave II,Logic,Bobby Tarantino,spotify:track:4Mr73gFwZUeFnrfRov23we,fwdbtn,fwdbtn,False,False,False,
2019-03-22 21:24:38+00:00,Windows 10 (10.0.17134; x64),2550,US,A Word From Our Sponsor,Logic,Bobby Tarantino,spotify:track:1AdD7pFBsQICMHiQTz9uwV,fwdbtn,fwdbtn,False,False,False,
2019-03-22 21:27:35+00:00,Windows 10 (10.0.17134; x64),177450,US,Wrist,Logic,Bobby Tarantino,spotify:track:7qT7NUDywO7vNJNTNxqWiN,fwdbtn,fwdbtn,False,False,False,
2019-03-22 21:30:33+00:00,Windows 10 (10.0.17134; x64),177680,US,Super Mario World,Logic,Bobby Tarantino,spotify:track:1py4qzrEEkOvU8uTHYLuOW,fwdbtn,trackdone,False,False,False,
2019-03-22 21:31:29+00:00,Windows 10 (10.0.17134; x64),56360,US,Studio Ambience At Night: Malibu,Logic,Bobby Tarantino,spotify:track:7mfLCMIvu0cZVNpvdXEVT5,trackdone,trackdone,False,False,False,
2019-03-22 21:34:32+00:00,Windows 10 (10.0.17134; x64),182266,US,44 Bars,Logic,Bobby Tarantino,spotify:track:4s2BWgnSQ9NZiOQM4PP4HB,trackdone,trackdone,False,False,False,
2019-03-22 21:37:31+00:00,Windows 10 (10.0.17134; x64),179640,US,Slave,Logic,Bobby Tarantino,spotify:track:3SrUV8pxnW1QhMbbwegpwG,trackdone,trackdone,False,False,False,
2019-03-22 21:47:36+00:00,Windows 10 (10.0.17134; x64),257640,US,Deeper Than Money,Logic,Bobby Tarantino,spotify:track:6pK86Tx0QqX0E64mKuDB5Q,trackdone,trackdone,False,False,False,
2019-03-22 21:49:39+00:00,Windows 10 (10.0.17134; x64),122093,US,Grandpa's Space Ship,Logic,Bobby Tarantino II,spotify:track:3atCD3dVosUsd3KM2yzfeC,trackdone,trackdone,False,False,False,
2019-03-22 21:53:16+00:00,Windows 10 (10.0.17134; x64),217560,US,Overnight,Logic,Bobby Tarantino II,spotify:track:3s3VVLE1kB7Xk2AoJKlGmr,trackdone,trackdone,False,False,False,
2019-03-22 21:56:56+00:00,Windows 10 (10.0.17134; x64),217146,US,Contra,Logic,Bobby Tarantino II,spotify:track:7u90MSvVyEjL0c8icaE7jl,trackdone,trackdone,False,False,False,
2019-03-22 22:00:37+00:00,Windows 10 (10.0.17134; x64),221360,US,BoomTrap Protocol,Logic,Bobby Tarantino II,spotify:track:4fZxGiES1FKbNqJPrI4L3s,trackdone,trackdone,False,False,False,
2019-03-22 22:03:33+00:00,Windows 10 (10.0.17134; x64),173693,US,Yuck,Logic,Bobby Tarantino II,spotify:track:0D5CXSUx8GOCHSY8KWgi9h,trackdone,trackdone,False,False,False,
2019-03-22 22:35:40+00:00,Windows 10 (10.0.17134; x64),260320,US,Indica Badu,Logic,Bobby Tarantino II,spotify:track:0jqBo5RYn008f4ZY8kPewW,trackdone,trackdone,False,False,False,
2019-03-22 22:39:42+00:00,Windows 10 (10.0.17134; x64),241426,US,Midnight,Logic,Bobby Tarantino II,spotify:track:1GtVGc1UYin3zpMUdNSSpM,trackdone,trackdone,False,False,False,
2019-03-22 22:43:42+00:00,Windows 10 (10.0.17134; x64),240093,US,Warm It Up,Logic,Bobby Tarantino II,spotify:track:3W4JFzOQdo5J2Wgt9DFg24,trackdone,trackdone,False,False,False,
2019-03-22 22:46:06+00:00,Windows 10 (10.0.17134; x64),144626,US,Wizard Of Oz,Logic,Bobby Tarantino II,spotify:track:2ycWek3FNNVHBhz2TcnOzZ,trackdone,trackdone,False,False,False,
2019-03-22 22:48:41+00:00,Windows 10 (10.0.17134; x64),154373,US,State Of Emergency,Logic,Bobby Tarantino II,spotify:track:58cvckETahSOG74RP5WE99,trackdone,trackdone,False,False,False,
2019-03-22 22:52:20+00:00,Windows 10 (10.0.17134; x64),219480,US,Wassup,Logic,Bobby Tarantino II,spotify:track:5KVciTEfXvpcFHR3RFbtJy,trackdone,trackdone,False,False,False,
2019-03-22 23:04:37+00:00,Windows 10 (10.0.17134; x64),204746,US,Everyday,Logic,Bobby Tarantino II,spotify:track:4EAV2cKiqKP5UPZmY6dejk,trackdone,trackdone,False,False,False,
2019-03-22 23:05:19+00:00,Windows 10 (10.0.17134; x64),40143,US,44 More,Logic,Bobby Tarantino II,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO,trackdone,fwdbtn,False,False,False,
2019-03-22 23:05:19+00:00,Windows 10 (10.0.17134; x64),780,US,Contact,Logic,The Incredible True Story,spotify:track:2M5ndhTi0zOIymTD4Ff1T8,fwdbtn,backbtn,False,False,False,
2019-03-22 23:05:20+00:00,Windows 10 (10.0.17134; x64),800,US,Rotation 112th,Jay Rock,Redemption,spotify:track:18Zq1ovdgC9gdQluiOvuaD,backbtn,backbtn,False,False,False,
2019-03-22 23:05:21+00:00,Windows 10 (10.0.17134; x64),780,US,ES Tales,Jay Rock,Redemption,spotify:track:3EaoAGLcFzdHvzByzAlAZJ,backbtn,fwdbtn,False,False,False,
2019-03-22 23:05:30+00:00,Windows 10 (10.0.17134; x64),8820,US,Fade Away,Logic,The Incredible True Story,spotify:track:4QRWA5UqYU1st9aO0UfxOj,fwdbtn,endplay,False,False,False,
2019-03-22 23:05:58+00:00,Windows 10 (10.0.17134; x64),28050,US,Contact,Logic,The Incredible True Story,spotify:track:2M5ndhTi0zOIymTD4Ff1T8,clickrow,fwdbtn,False,False,False,
2019-03-22 23:06:03+00:00,Windows 10 (10.0.17134; x64),4730,US,Upgrade,Logic,The Incredible True Story,spotify:track:5psz20rVFNRlt0u9cpzBpY,fwdbtn,endplay,False,False,False,
2019-03-22 23:09:12+00:00,Windows 10 (10.0.17134; x64),188430,US,Fade Away,Logic,The Incredible True Story,spotify:track:4QRWA5UqYU1st9aO0UfxOj,clickrow,endplay,False,False,False,
2019-03-22 23:12:05+00:00,Windows 10 (10.0.17134; x64),173493,US,Upgrade,Logic,The Incredible True Story,spotify:track:5psz20rVFNRlt0u9cpzBpY,clickrow,trackdone,False,False,False,
2019-03-22 23:13:44+00:00,Windows 10 (10.0.17134; x64),99266,US,White People - Scene,Logic,The Incredible True Story,spotify:track:7Li7ff5lQ1gqvwbCdRXaQL,trackdone,trackdone,False,False,False,
2019-03-22 23:17:37+00:00,Windows 10 (10.0.17134; x64),232693,US,Like Woah,Logic,The Incredible True Story,spotify:track:6bM3GKo47KVgvj3gHdWS0U,trackdone,trackdone,False,False,False,
2019-03-22 23:21:08+00:00,Windows 10 (10.0.17134; x64),211573,US,Young Jesus,Logic,The Incredible True Story,spotify:track:0KiKfllNTmhImvXVIHqR0z,trackdone,trackdone,False,False,False,
2019-03-22 23:25:08+00:00,Windows 10 (10.0.17134; x64),240053,US,Innermission,Logic,The Incredible True Story,spotify:track:1zucHJN4WKHIzSL4FyiJw9,trackdone,trackdone,False,False,False,
2019-03-22 23:28:31+00:00,Windows 10 (10.0.17134; x64),202920,US,I Am The Greatest,Logic,The Incredible True Story,spotify:track:1BTj47Up5m8601KOFrTvkj,trackdone,trackdone,False,False,False,
2019-03-22 23:28:58+00:00,Windows 10 (10.0.17134; x64),27240,US,The Cube - Scene,Logic,The Incredible True Story,spotify:track:30S46V7RcyGXUModoqW69b,trackdone,trackdone,False,False,False,
2019-03-22 23:32:27+00:00,Windows 10 (10.0.17134; x64),208666,US,Lord Willin',Logic,The Incredible True Story,spotify:track:4q6oNFTjZmJqkIgPdp8iR1,trackdone,trackdone,False,False,False,
2019-03-22 23:38:44+00:00,Windows 10 (10.0.17134; x64),376640,US,City Of Stars,Logic,The Incredible True Story,spotify:track:5mJbSgVBnJ4ayOjFdmyOdl,trackdone,trackdone,False,False,False,
2019-03-22 23:42:03+00:00,Windows 10 (10.0.17134; x64),199573,US,Stainless,Logic,The Incredible True Story,spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,trackdone,trackdone,False,False,False,
2019-03-22 23:43:15+00:00,Windows 10 (10.0.17134; x64),71306,US,Babel - Scene,Logic,The Incredible True Story,spotify:track:58RqurG6pfsJVxNyc9OL22,trackdone,trackdone,False,False,False,
2019-03-22 23:47:57+00:00,Windows 10 (10.0.17134; x64),282173,US,Paradise,Logic,The Incredible True Story,spotify:track:0M2ZekrsEkru9Xp5rWnouQ,trackdone,trackdone,False,False,False,
2019-03-22 23:52:04+00:00,Windows 10 (10.0.17134; x64),247133,US,Never Been,Logic,The Incredible True Story,spotify:track:0aAk9KMmPChiS2EG9Fg7IX,trackdone,trackdone,False,False,False,
2019-03-22 23:55:25+00:00,Windows 10 (10.0.17134; x64),200800,US,Run It,Logic,The Incredible True Story,spotify:track:4iq3zHwgHSxstFvYw4yIsQ,trackdone,trackdone,False,False,False,
2019-03-22 23:56:20+00:00,Windows 10 (10.0.17134; x64),55813,US,Lucidity - Scene,Logic,The Incredible True Story,spotify:track:1sQBStJC5unqE7TzStlFQl,trackdone,trackdone,False,False,False,
2019-03-23 00:03:17+00:00,Windows 10 (10.0.17134; x64),416693,US,The Incredible True Story,Logic,The Incredible True Story,spotify:track:5FhaG2uuOPmPcGXO9aniCH,trackdone,trackdone,False,False,False,
2019-03-23 00:06:20+00:00,Windows 10 (10.0.17134; x64),182800,US,Intro,Logic,Under Pressure - Deluxe,spotify:track:4nkRk3BRQaW941xxtZVBew,trackdone,trackdone,False,False,False,
2019-03-23 00:11:13+00:00,Windows 10 (10.0.17134; x64),292933,US,Soul Food,Logic,Under Pressure - Deluxe,spotify:track:3lWCa9e0KhDghboM5L9C6d,trackdone,trackdone,False,False,False,
2019-03-23 03:30:12+00:00,Windows 10 (10.0.17134; x64),158546,US,I'm Gone,Logic,Under Pressure - Deluxe,spotify:track:1632iucJ0H2wpzj0byUQau,trackdone,endplay,False,False,False,
2019-03-23 03:30:16+00:00,Windows 10 (10.0.17134; x64),3580,US,How Long Do I Have To Wait For You?,Sharon Jones & The Dap-Kings,Naturally,spotify:track:4fMXQkXkfmO6KWKVwxvkWT,clickrow,fwdbtn,False,False,False,
2019-03-23 03:30:22+00:00,Windows 10 (10.0.17134; x64),5700,US,Gang Related,Logic,Under Pressure - Deluxe,spotify:track:1Kp6WFxRzc0sRBmGSgIYat,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:24+00:00,Windows 10 (10.0.17134; x64),2500,US,Buried Alive,Logic,Under Pressure - Deluxe,spotify:track:0Kojfmpnf0A2yC1zyv39Zx,fwdbtn,endplay,True,False,False,
2019-03-23 03:30:25+00:00,Windows 10 (10.0.17134; x64),640,US,Play That Funky Music,Wild Cherry,Shaun White Snowboarding: Official Soundtrack,spotify:track:0D7L4pBEGv8ni1cRfaTdMJ,clickrow,fwdbtn,True,False,False,
2019-03-23 03:30:26+00:00,Windows 10 (10.0.17134; x64),790,US,Bounce,Logic,Under Pressure - Deluxe,spotify:track:17A18khjCRm3uNcd2fFn4I,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:27+00:00,Windows 10 (10.0.17134; x64),0,US,Under Pressure,Logic,Under Pressure - Deluxe,spotify:track:5LME7YULt0enp6UAB8VoDn,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:27+00:00,Windows 10 (10.0.17134; x64),0,US,Nikki,Logic,Under Pressure - Deluxe,spotify:track:1JFx9R87En9oJOi4DRH1e9,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:27+00:00,Windows 10 (10.0.17134; x64),0,US,Growing Pains III,Logic,Under Pressure - Deluxe,spotify:track:4OMKQBq51PnjZz042AghkR,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:27+00:00,Windows 10 (10.0.17134; x64),0,US,Metropolis,Logic,Under Pressure - Deluxe,spotify:track:5INhgLY5BQfXAr61XPAoSq,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:27+00:00,Windows 10 (10.0.17134; x64),0,US,Till The End,Logic,Under Pressure - Deluxe,spotify:track:66urf1ZXFy4qVKdNqcdbaZ,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:27+00:00,Windows 10 (10.0.17134; x64),0,US,Never Enough,Logic,Under Pressure - Deluxe,spotify:track:3s7SAlA1NPlgddOxZEwmm6,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:28+00:00,Windows 10 (10.0.17134; x64),0,US,Alright,Logic,Under Pressure - Deluxe,spotify:track:0lwkTJnLBVWvEnxtku7Msy,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:28+00:00,Windows 10 (10.0.17134; x64),140,US,Give Up The Funk (Tear The Roof Off The Sucker),Parliament,Mothership Connection,spotify:track:4XRkQloZFcRrCONN7ZQ49Y,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:28+00:00,Windows 10 (10.0.17134; x64),0,US,Put a Little Love On Me,Delegation,The Best of Delegation,spotify:track:6EOAOGls9pIdUJsrqytcXK,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:28+00:00,Windows 10 (10.0.17134; x64),0,US,Driving Ms Daisy,Logic,Under Pressure - Deluxe,spotify:track:6IlQTriFgUeEbVx3Y10sia,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:28+00:00,Windows 10 (10.0.17134; x64),0,US,Now,Logic,Under Pressure - Deluxe,spotify:track:4iEWnkDewJ72copeODWuOw,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:29+00:00,Windows 10 (10.0.17134; x64),0,US,Do You Love What You Feel,Rufus & Chaka Khan,Masterjam,spotify:track:7fYozX6MaNmfHoGW7bFTdK,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:29+00:00,Windows 10 (10.0.17134; x64),0,US,Soul With A Capital 'S',Tower Of Power,T.O.P.,spotify:track:2fEdBCtMRLHJ53fB7hQVpR,fwdbtn,fwdbtn,True,False,False,
2019-03-23 03:30:34+00:00,Windows 10 (10.0.17134; x64),3010,US,Hair,Graham Central Station,Graham Central Station,spotify:track:4o1yx2u3jBmR360WIXZ3L0,fwdbtn,endplay,True,False,False,
2019-03-23 03:31:10+00:00,Windows 10 (10.0.17134; x64),35770,US,Coleen,The Heavy,How You Like Me Now EP,spotify:track:5dzTfHXcdHjxoJbpdy4DUu,clickrow,endplay,True,False,False,
2019-03-23 03:31:15+00:00,Windows 10 (10.0.17134; x64),780,US,Keep It Mello (feat. Omar LinX),Marshmello,Joytime,spotify:track:0Q3SC6kEhxYagDP3bFe5K9,clickrow,endplay,True,False,False,
2019-03-23 03:31:51+00:00,Windows 10 (10.0.17134; x64),35690,US,Feels Like,Midsplit,Feels Like,spotify:track:2nqFGJL1CUQIr6ABL2JQRl,clickrow,fwdbtn,False,False,False,
2019-03-23 03:31:55+00:00,Windows 10 (10.0.17134; x64),4250,US,Falling,Diviners,Falling,spotify:track:6Feh8q8vWGfJhc9xPKUIP2,fwdbtn,fwdbtn,False,False,False,
2019-03-23 03:32:10+00:00,Windows 10 (10.0.17134; x64),14550,US,Downfall,Trias,Downfall,spotify:track:35up7ru4hiJ7e7bggcb1Ho,fwdbtn,endplay,False,False,False,
2019-03-23 03:35:31+00:00,Windows 10 (10.0.17134; x64),202000,US,Metaphor,Alok,Metaphor,spotify:track:1UTXQrmAL4oladIwc1PWSh,clickrow,trackdone,False,False,False,
2019-03-23 03:38:19+00:00,Windows 10 (10.0.17134; x64),167142,US,Mufasa,Timmy Trumpet,Mufasa,spotify:track:6FwvvtAuHIvdeupkTpaTRN,trackdone,trackdone,False,False,False,
2019-03-23 03:41:19+00:00,Windows 10 (10.0.17134; x64),180154,US,Oracle,Timmy Trumpet,Oracle,spotify:track:0O3hacFfr7hp4fIeomi4ex,trackdone,trackdone,False,False,False,
2019-03-23 03:44:09+00:00,Windows 10 (10.0.17134; x64),169160,US,Freaks - Radio Edit,Timmy Trumpet,Freaks,spotify:track:4f3NHOxgC8Bg21IJBg4cZ3,trackdone,trackdone,False,False,False,
2019-03-23 03:46:48+00:00,Windows 10 (10.0.17134; x64),158554,US,Party Till We Die (feat. Andrew W.K.),MAKJ,Party Till We Die (feat. Andrew W.K.),spotify:track:5AEs83CYoPApEjYEJGbTuJ,trackdone,trackdone,False,False,False,
2019-03-23 03:49:37+00:00,Windows 10 (10.0.17134; x64),168855,US,Wassup (Listen to the Horns),Timmy Trumpet,Wassup (Listen to the Horns),spotify:track:4kaOhZa5iPSLirUMcotdor,trackdone,trackdone,False,False,False,
2019-03-23 03:53:08+00:00,Windows 10 (10.0.17134; x64),210211,US,Punjabi,Timmy Trumpet,Punjabi,spotify:track:2Byxr0ooaeLayBBaVLup67,trackdone,trackdone,False,False,False,
2019-03-23 03:54:20+00:00,Windows 10 (10.0.17134; x64),70560,US,Narco,Blasterjaxx,Narco,spotify:track:4TuNI3WEMyLQAKRMJmcQdA,trackdone,endplay,False,False,False,
2019-03-23 03:54:22+00:00,Windows 10 (10.0.17134; x64),1900,US,Till I Collapse,Eminem,The Eminem Show,spotify:track:4xkOaSrkexMciUUogZKVTS,clickrow,fwdbtn,False,False,False,
2019-03-23 03:54:26+00:00,Windows 10 (10.0.17134; x64),3570,US,Freek-A-Leek,Petey Pablo,Still Writing In My Diary: 2nd Entry,spotify:track:4MeDnO5yA2Zi6IMlVApRci,fwdbtn,endplay,True,False,False,
2019-03-23 03:57:02+00:00,Windows 10 (10.0.17134; x64),157160,US,In the Midnight Hour,Wilson Pickett,In the Midnight Hour,spotify:track:4NRQwaks9r58tTDvr4iEyv,clickrow,trackdone,True,False,False,
2019-03-23 03:59:04+00:00,Windows 10 (10.0.17134; x64),120460,US,Under the Boardwalk,The Drifters,Under the Boardwalk,spotify:track:65jrjEhWfAvysKfnojk1i0,trackdone,fwdbtn,True,False,False,
2019-03-23 04:02:02+00:00,Windows 10 (10.0.17134; x64),179226,US,I Want You Back,The Jackson 5,Anthology: Jackson 5,spotify:track:3tSi6iFO9yLGIYIqMEgjC9,fwdbtn,trackdone,True,False,False,
2019-03-23 04:04:38+00:00,Windows 10 (10.0.17134; x64),155173,US,Chain Gang,Sam Cooke,Swing Low,spotify:track:7v1858htfU0srTDwhxeka8,trackdone,trackdone,True,False,False,
2019-03-23 04:06:54+00:00,Windows 10 (10.0.17134; x64),133889,US,Hard to Handle,Otis Redding,Soul Manifesto: 1964-1970,spotify:track:3AW8RH8wosGLxd6ZojTGBe,trackdone,fwdbtn,True,False,False,
2019-03-23 04:06:58+00:00,Windows 10 (10.0.17134; x64),4590,US,Lady (You Bring Me Up),Commodores,The Commodores: The Definitive Collection,spotify:track:7l3QyhptrvjiNS5dOcUQvr,fwdbtn,fwdbtn,True,False,False,
2019-03-23 04:07:00+00:00,Windows 10 (10.0.17134; x64),1260,US,My Girl,The Temptations,The Temptations Sing Smokey,spotify:track:6jWkZvd1URGktyTTwcpPpB,fwdbtn,fwdbtn,True,False,False,
2019-03-23 04:07:04+00:00,Windows 10 (10.0.17134; x64),3680,US,Cissy Strut,The Meters,Funkify Your Life: The Meters Anthology,spotify:track:7b8s4Z0abQQ4x4jpct4GjR,fwdbtn,endplay,True,False,False,
2019-03-23 04:07:14+00:00,Windows 10 (10.0.17134; x64),10190,US,Scarecrow,Lukr,Scarecrow,spotify:track:40KHZqR1ADbcSAVzuzrmLm,clickrow,endplay,True,False,False,
2019-03-23 15:27:28+00:00,Windows 10 (10.0.17134; x64),110950,US,The Safety Dance - Video Version,Men Without Hats,Rhythm of Youth,spotify:track:41MOCUNOgWtaYBFUsGnpZ5,clickrow,logout,True,False,False,
2019-03-23 16:40:30+00:00,Windows 10 (10.0.17134; x64),165250,US,In The End,Black Veil Brides,Wretched And Divine: The Story Of The Wild Ones,spotify:track:1RTYixE1DD3g3upEpmCJpa,clickrow,fwdbtn,True,False,False,
2019-03-23 16:40:35+00:00,Windows 10 (10.0.17134; x64),5640,US,Shadows of the Dying Sun,Insomnium,Shadows of the Dying Sun,spotify:track:670JOhKqNf1lIRhEDP9KXj,fwdbtn,endplay,True,False,False,
