ts,platform,ms_played,conn_country,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp
2019-01-01 02:53:12+00:00,Windows 10 (10.0.17134; x64),231333,US,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,TA13OO,spotify:track:2LNMhZ3YijTO7USmqjgJfG,trackdone,trackdone,False,False,False,
2019-01-01 02:56:23+00:00,Windows 10 (10.0.17134; x64),191251,US,PICK IT UP (feat. A$AP Rocky),Famous Dex,Pick It Up (feat. A$AP Rocky),spotify:track:3ncgNpxLoBQ65ABk4djDyd,trackdone,trackdone,False,False,False,
2019-01-01 04:03:16+00:00,Windows 10 (10.0.17134; x64),172788,US,Betrayed,Lil Xan,Betrayed,spotify:track:6NWl2m8asvH83xjuXVNsuG,trackdone,fwdbtn,False,False,False,
2019-01-01 04:05:46+00:00,Windows 10 (10.0.17134; x64),151183,US,I Don't Eat Ass,Young Nut,Season2,spotify:track:1MQuGKk2eU5SJXlUYz9VjV,fwdbtn,trackdone,False,False,False,
2019-01-01 04:08:31+00:00,Windows 10 (10.0.17134; x64),164664,US,Blah Blah,Supreme Patty,Blah Blah,spotify:track:2F84zpEaAh3tzMaDTJmzbz,trackdone,trackdone,False,False,False,
2019-01-01 04:11:14+00:00,Windows 10 (10.0.17134; x64),153474,US,66,Lil Yachty,Lil Boat 2,spotify:track:6tarvNiKnEjYMj1VZhlDqR,trackdone,trackdone,False,False,False,
2019-01-01 04:19:47+00:00,Windows 10 (10.0.17134; x64),42736,US,Kimono,Lil Boom,Kimono,spotify:track:2ZJCiXNgleaoOP6zSWkzqy,trackdone,fwdbtn,False,False,False,
2019-01-01 04:22:09+00:00,Windows 10 (10.0.17134; x64),142921,US,3mo,bbno$,3mo,spotify:track:6bANpKO3AK3gQFHAzCSFRR,fwdbtn,trackdone,False,False,False,
2019-01-01 04:23:17+00:00,Windows 10 (10.0.17134; x64),67604,US,Ass Intro,Dbangz,Summer Booty Sweat,spotify:track:7zNibVrF1LEyeRrxQoZmpc,trackdone,trackdone,False,False,False,
2019-01-01 04:25:17+00:00,Windows 10 (10.0.17134; x64),119248,US,Squidwards Nose (feat. Kg Prince),Joey Trap,Squidwards Nose (feat. Kg Prince),spotify:track:2hLhiONy3FcndFJc2CiC2e,trackdone,trackdone,False,False,False,
2019-01-01 04:26:54+00:00,Windows 10 (10.0.17134; x64),97343,US,Bounce Out With That,YBN Nahmir,Bounce out With That,spotify:track:2iWEpiPiIPf5D4f2UGBlrZ,trackdone,trackdone,False,False,False,
2019-01-01 04:29:00+00:00,Windows 10 (10.0.17134; x64),125448,US,Legend,Billy Marchiafava,Legend,spotify:track:027qYIwhcMZGPWfTUhs9BN,trackdone,trackdone,False,False,False,
2019-01-01 04:31:09+00:00,Windows 10 (10.0.17134; x64),128052,US,Zoo Wee Mama!,Yung Nugget,Real Nugget Hours,spotify:track:5HrF2m2s6k3rhSpTCHXxPv,trackdone,trackdone,False,False,False,
2019-01-01 04:34:11+00:00,Windows 10 (10.0.17134; x64),181714,US,Esskeetit,Lil Pump,Esskeetit,spotify:track:44KKhCyI0BGS6LvVyDqJtH,trackdone,trackdone,False,False,False,
2019-01-01 04:36:15+00:00,Windows 10 (10.0.17134; x64),123480,US,Aggressive Masturbation,SavageRealm,Aggressive Masturbation,spotify:track:6a4fFLw5CApgK63KHyVjqD,trackdone,trackdone,False,False,False,
2019-01-01 04:38:52+00:00,Windows 10 (10.0.17134; x64),156000,US,Pray (feat. A$AP Ferg),Smokepurpp,Bless Yo Trap,spotify:track:3cYNoOv4SEWPIZmh34JrUv,trackdone,trackdone,False,False,False,
2019-01-01 04:40:51+00:00,Windows 10 (10.0.17134; x64),118447,US,Barnacle Porn,Lil Spryte,Wabi-Sabi,spotify:track:6VfvLmHZdvFEgFmSUF9bCL,trackdone,trackdone,False,False,False,
2019-01-01 04:43:35+00:00,Windows 10 (10.0.17134; x64),163370,US,1000 Rounds,Ghostemane,1000 Rounds,spotify:track:5o7ZDvfOry1MNhNLBOJulo,trackdone,trackdone,False,False,False,
2019-01-01 04:47:35+00:00,Windows 10 (10.0.17134; x64),239835,US,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,spotify:track:285pBltuF7vW8TeWk8hdRR,trackdone,trackdone,False,False,False,
2019-01-01 04:50:08+00:00,Windows 10 (10.0.17134; x64),149189,US,Head Straight,Shakewell,Key Stone Prince,spotify:track:1so8ZgQIoaFVAytjD1kkp5,trackdone,trackdone,False,False,False,
2019-01-01 04:54:24+00:00,Windows 10 (10.0.17134; x64),256162,US,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),spotify:track:3YeJXuRSNS5FYwOsDu44kD,trackdone,trackdone,False,False,False,
2019-01-01 04:57:43+00:00,Windows 10 (10.0.17134; x64),197976,US,Suavecito,Yung Gravy,Snow Cougar,spotify:track:4iA68YcMVqcbLSdWW0TBmw,trackdone,trackdone,False,False,False,
2019-01-01 04:59:27+00:00,Windows 10 (10.0.17134; x64),103340,US,HEAT,ACOT,HEAT,spotify:track:51e503vCSLgTQKWdB8K2qY,trackdone,trackdone,False,False,False,
2019-01-01 05:00:55+00:00,Windows 10 (10.0.17134; x64),86181,US,Wake Up,Lil Xan,TOTAL XANARCHY,spotify:track:4I6Q8Hmnibt5RslLTaIuUC,trackdone,fwdbtn,False,False,False,
2019-01-01 05:02:49+00:00,Windows 10 (10.0.17134; x64),114426,US,Still,Craig Xen,Hell Bent,spotify:track:1scMK8vsDCQQsLoA0NrbeE,fwdbtn,trackdone,False,False,False,
2019-01-01 05:03:38+00:00,Windows 10 (10.0.17134; x64),47003,US,Lemonade,Tay-K,#SantanaWorld (+),spotify:track:26qQf1Wmyy3ZZkagqCu5kp,trackdone,fwdbtn,False,False,False,
2019-01-01 05:05:56+00:00,Windows 10 (10.0.17134; x64),138936,US,Water,Ugly God,The Booty Tape,spotify:track:7EoSDrwBPUBeBEORrpvgko,fwdbtn,trackdone,False,False,False,
2019-01-01 05:09:19+00:00,Windows 10 (10.0.17134; x64),202102,US,Will He,Joji,Will He,spotify:track:6i3K9JRY0Bc6kZZeyMuikL,trackdone,trackdone,False,False,False,
2019-01-01 05:11:47+00:00,Windows 10 (10.0.17134; x64),147109,US,The Anthem,Young Nut,Season2,spotify:track:2qiqaC08nVb3fbO9ulIgPu,trackdone,trackdone,False,False,False,
2019-01-01 05:14:09+00:00,Windows 10 (10.0.17134; x64),142000,US,JAPAN,Famous Dex,Dex Meets Dexter,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,trackdone,trackdone,False,False,False,
2019-01-01 05:16:21+00:00,Windows 10 (10.0.17134; x64),131162,US,who dat boi,bbno$,who dat boi,spotify:track:6uxKBULqEBZ9x5nhfcZnQg,trackdone,trackdone,False,False,False,
2019-01-01 05:19:14+00:00,Windows 10 (10.0.17134; x64),171907,US,Ice Age,Denzel Curry,32 Zel,spotify:track:594suifkodzqXMkJlkKRQd,trackdone,trackdone,False,False,False,
2019-01-01 05:21:03+00:00,Windows 10 (10.0.17134; x64),108926,US,Sesame Street (Extended Version),Joey Trap,Trapped in TV,spotify:track:2mGsE1qEjglIN1Ai4egOBO,trackdone,trackdone,False,False,False,
2019-01-01 05:23:42+00:00,Windows 10 (10.0.17134; x64),158785,US,Storm,Higher Brothers,Type-3 - EP,spotify:track:1I4bzecG35Zl8wVPmNKth8,trackdone,trackdone,False,False,False,
2019-01-01 05:24:01+00:00,Windows 10 (10.0.17134; x64),17748,US,66,Lil Yachty,Lil Boat 2,spotify:track:6tarvNiKnEjYMj1VZhlDqR,trackdone,fwdbtn,False,False,False,
2019-01-01 05:24:03+00:00,Windows 10 (10.0.17134; x64),1600,US,Mo Bamba,Sheck Wes,MUDBOY,spotify:track:1xzBco0xcoJEDXktl7Jxrr,fwdbtn,backbtn,False,False,False,
2019-01-01 05:24:04+00:00,Windows 10 (10.0.17134; x64),110,US,Mo Bamba,Sheck Wes,MUDBOY,spotify:track:1xzBco0xcoJEDXktl7Jxrr,fwdbtn,fwdbtn,False,False,False,
2019-01-01 05:24:04+00:00,Windows 10 (10.0.17134; x64),180,US,66,Lil Yachty,Lil Boat 2,spotify:track:6tarvNiKnEjYMj1VZhlDqR,backbtn,fwdbtn,False,False,False,
2019-01-01 05:24:05+00:00,Windows 10 (10.0.17134; x64),1380,US,Vegas Freestyle,SavageRealm,Vegas Freestyle,spotify:track:1bh84ZOCWg4B7nJ8bhHfc8,fwdbtn,backbtn,False,False,False,
2019-01-01 05:24:06+00:00,Windows 10 (10.0.17134; x64),100,US,Mo Bamba,Sheck Wes,MUDBOY,spotify:track:1xzBco0xcoJEDXktl7Jxrr,backbtn,backbtn,False,False,False,
2019-01-01 05:24:06+00:00,Windows 10 (10.0.17134; x64),510,US,66,Lil Yachty,Lil Boat 2,spotify:track:6tarvNiKnEjYMj1VZhlDqR,backbtn,fwdbtn,False,False,False,
2019-01-01 05:24:07+00:00,Windows 10 (10.0.17134; x64),260,US,Mo Bamba,Sheck Wes,MUDBOY,spotify:track:1xzBco0xcoJEDXktl7Jxrr,fwdbtn,fwdbtn,False,False,False,
2019-01-01 05:26:01+00:00,Windows 10 (10.0.17134; x64),115252,US,Vegas Freestyle,SavageRealm,Vegas Freestyle,spotify:track:1bh84ZOCWg4B7nJ8bhHfc8,fwdbtn,trackdone,False,False,False,
2019-01-01 05:28:38+00:00,Windows 10 (10.0.17134; x64),156081,US,Dick Sweat on My Wrist,Dbangz,Summer Booty Sweat,spotify:track:6QVroOo2FAaXeslynLIKbz,trackdone,trackdone,False,False,False,
2019-01-01 05:30:55+00:00,Windows 10 (10.0.17134; x64),136463,US,Welcome Friends,Yung Nugget,Real Nugget Hours,spotify:track:2ZmN77T5bf4J20D9OnoGvR,trackdone,trackdone,False,False,False,
2019-01-01 05:33:35+00:00,Windows 10 (10.0.17134; x64),157633,US,All Night,Billy Marchiafava,All Night,spotify:track:5qUkqUthVqiShU7HG3h9Si,trackdone,trackdone,False,False,False,
2019-01-01 05:35:40+00:00,Windows 10 (10.0.17134; x64),124538,US,Mercury: Retrograde,Ghostemane,Hexada,spotify:track:2Vc6NJ9PW9gD9q343XFRKx,trackdone,trackdone,False,False,False,
2019-01-01 05:39:40+00:00,Windows 10 (10.0.17134; x64),239835,US,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,spotify:track:285pBltuF7vW8TeWk8hdRR,trackdone,trackdone,False,False,False,
2019-01-01 05:42:20+00:00,Windows 10 (10.0.17134; x64),159521,US,Audi.,Smokepurpp,Deadstar,spotify:track:2INqEk4ko5AsGVLBsiKiQe,trackdone,trackdone,False,False,False,
2019-01-01 05:44:40+00:00,Windows 10 (10.0.17134; x64),140000,US,Way Back,Shakewell,Key Stone Prince,spotify:track:3rVkoAWPsdBUdkuFYxJKLQ,trackdone,trackdone,False,False,False,
2019-01-01 05:46:17+00:00,Windows 10 (10.0.17134; x64),96052,US,Sad Nigga Hours (feat. 904 Tezzo),Lil Boom,Sad Nigga Hours (feat. 904 Tezzo),spotify:track:4FEYxFbm8468EMMbFNGcNi,trackdone,trackdone,False,False,False,
2019-01-01 05:48:35+00:00,Windows 10 (10.0.17134; x64),137400,US,Gasoline (feat. Young King Dave),Yung Gravy,Baby Gravy EP,spotify:track:069xOXmb7oa81j9ARhq88Z,trackdone,trackdone,False,False,False,
2019-01-01 05:51:32+00:00,Windows 10 (10.0.17134; x64),121639,US,Gotta Blast (feat. Diego Money & Bandman Fari),Tay-K,#SantanaWorld (+),spotify:track:7de1qGSxUfnKLNqncRksuk,trackdone,fwdbtn,False,False,False,
2019-01-01 05:53:19+00:00,Windows 10 (10.0.17134; x64),108000,US,Bring Dat Bag Out (feat. Lil Yachty),Comethazine,Bawskee,spotify:track:7MZM4IH5fxn7RKVQv7Zgv2,fwdbtn,trackdone,False,False,False,
2019-01-01 06:03:09+00:00,Windows 10 (10.0.17134; x64),187453,US,Betrayed,Lil Xan,Betrayed,spotify:track:6NWl2m8asvH83xjuXVNsuG,trackdone,trackdone,False,False,False,
2019-01-01 06:06:09+00:00,Windows 10 (10.0.17134; x64),179908,US,I'm a Nasty Hoe,Ugly God,The Booty Tape,spotify:track:2VGNV3fdVW5gdd4j2wYSU8,trackdone,trackdone,False,False,False,
2019-01-01 06:08:12+00:00,Windows 10 (10.0.17134; x64),122000,US,Hillary Clinton (feat. Joey Trap),Kg Smokey,Sideshow Smokey,spotify:track:5NcdBnR60I3rnyzAS2neQT,trackdone,trackdone,False,False,False,
2019-01-01 06:11:24+00:00,Windows 10 (10.0.17134; x64),191251,US,PICK IT UP (feat. A$AP Rocky),Famous Dex,Pick It Up (feat. A$AP Rocky),spotify:track:3ncgNpxLoBQ65ABk4djDyd,trackdone,trackdone,False,False,False,
2019-01-01 06:13:29+00:00,Windows 10 (10.0.17134; x64),124055,US,Gucci Gang,Lil Pump,Lil Pump,spotify:track:43ZyHQITOjhciSUUNPVRHc,trackdone,trackdone,False,False,False,
2019-01-01 06:16:21+00:00,Windows 10 (10.0.17134; x64),171482,US,BrattyStepSis,Lil Spryte,Wabi-Sabi,spotify:track:30SxHpCM9H7loXHoozQSSq,trackdone,trackdone,False,False,False,
2019-01-01 06:17:52+00:00,Windows 10 (10.0.17134; x64),90853,US,Charlie Frown,ACOT,Charlie Frown,spotify:track:59TWKtRcDDdoHaZAC4WD7z,trackdone,trackdone,False,False,False,
2019-01-01 06:20:07+00:00,Windows 10 (10.0.17134; x64),133917,US,Oh Wow,Roy Purdy,Oh Wow,spotify:track:43iloSMNjOYqR5207cnqhO,trackdone,trackdone,False,False,False,
2019-01-01 06:25:40+00:00,Windows 10 (10.0.17134; x64),141176,US,bad girl,bbno$,bb steps,spotify:track:0XoDcV08iB5T3XFbXfAghf,trackdone,trackdone,False,False,False,
2019-01-01 06:28:31+00:00,Windows 10 (10.0.17134; x64),170434,US,Do That,Sheck Wes,Do That,spotify:track:3iVq1zq46q0auo3VwixXFe,trackdone,trackdone,False,False,False,
2019-01-01 06:30:42+00:00,Windows 10 (10.0.17134; x64),130285,US,MAD!,Dbangz,MAD!,spotify:track:5rBemJFp5o6JLAwGXj6yha,trackdone,trackdone,False,False,False,
2019-01-01 06:33:28+00:00,Windows 10 (10.0.17134; x64),165819,US,All Girls Are The Same,Juice WRLD,Goodbye & Good Riddance,spotify:track:4VXIryQMWpIdGgYR4TrjT1,trackdone,trackdone,False,False,False,
2019-01-01 06:35:33+00:00,Windows 10 (10.0.17134; x64),124734,US,Lightning Mcqueen,Yung Nugget,Lightning Mcqueen,spotify:track:2dwl83Jy02ll8ubq5yf9Pc,trackdone,trackdone,False,False,False,
2019-01-01 06:39:09+00:00,Windows 10 (10.0.17134; x64),215364,US,Topanga,Trippie Redd,A Love Letter To You 3,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,trackdone,trackdone,False,False,False,
2019-01-01 06:51:52+00:00,Windows 10 (10.0.17134; x64),145500,US,Slip,Joey Trap,Akachi Trap,spotify:track:4VpPB7O86Lwj8oD8IbJyYh,trackdone,trackdone,False,False,False,
2019-01-01 06:54:29+00:00,Windows 10 (10.0.17134; x64),156917,US,Enemies,SavageRealm,Enemies,spotify:track:66zsDhKCeFGPbcw8Cxb0Lr,trackdone,trackdone,False,False,False,
2019-01-01 06:57:05+00:00,Windows 10 (10.0.17134; x64),155000,US,Big Dope,Smokepurpp,Bless Yo Trap,spotify:track:1NBDNXtcIEIVJno1S8wVaL,trackdone,trackdone,False,False,False,
2019-01-01 06:59:08+00:00,Windows 10 (10.0.17134; x64),123000,US,Sleeping Bag,Shakewell,Sleeping Bag,spotify:track:2os38o5E7NoO4B2cx42h5V,trackdone,trackdone,False,False,False,
2019-01-01 07:03:43+00:00,Windows 10 (10.0.17134; x64),274158,US,Overflow,Triple One,Overflow,spotify:track:5SQ74riVYsYQLQ2IuyyIWE,trackdone,trackdone,False,False,False,
2019-01-01 07:05:58+00:00,Windows 10 (10.0.17134; x64),134371,US,Rings,Billy Marchiafava,Rings,spotify:track:72T3N2YGmjultcFG7ZarWm,trackdone,trackdone,False,False,False,
2019-01-01 07:09:49+00:00,Windows 10 (10.0.17134; x64),231333,US,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,TA13OO,spotify:track:2LNMhZ3YijTO7USmqjgJfG,trackdone,trackdone,False,False,False,
2019-01-01 07:11:53+00:00,Windows 10 (10.0.17134; x64),123000,US,Rotisserie,Yung Gravy,Baby Gravy EP,spotify:track:4zDMybUdMSewKNxmGffD7v,trackdone,trackdone,False,False,False,
2019-01-01 07:14:00+00:00,Windows 10 (10.0.17134; x64),126312,US,worldstar money (interlude),Joji,In Tongues,spotify:track:435yU2MvEGfDdmbH0noWZ0,trackdone,trackdone,False,False,False,
2019-01-01 07:14:13+00:00,Windows 10 (10.0.17134; x64),11258,US,After You,Tay-K,After You,spotify:track:5jJL5w2NQ6YeA4a35xUlYV,trackdone,fwdbtn,False,False,False,
2019-01-01 07:17:31+00:00,Windows 10 (10.0.17134; x64),199200,US,1-800-IDGAF,Khary,1-800-IDGAF,spotify:track:2q8qTiqEbpChIbkREr3XvD,fwdbtn,trackdone,False,False,False,
2019-01-01 07:18:45+00:00,Windows 10 (10.0.17134; x64),72640,US,Pray,Joey Trap,Trap Jack 2,spotify:track:715bvWidnvfwdJqoajFmNl,trackdone,fwdbtn,False,False,False,
2019-01-01 07:18:46+00:00,Windows 10 (10.0.17134; x64),620,US,Drug Addicts,Lil Pump,Drug Addicts,spotify:track:6tpHfEM8eaETzlPOARYWfZ,fwdbtn,backbtn,False,False,False,
2019-01-01 07:18:46+00:00,Windows 10 (10.0.17134; x64),410,US,Pray,Joey Trap,Trap Jack 2,spotify:track:715bvWidnvfwdJqoajFmNl,backbtn,fwdbtn,False,False,False,
2019-01-01 07:21:41+00:00,Windows 10 (10.0.17134; x64),175774,US,Drug Addicts,Lil Pump,Drug Addicts,spotify:track:6tpHfEM8eaETzlPOARYWfZ,fwdbtn,trackdone,False,False,False,
2019-01-01 07:24:26+00:00,Windows 10 (10.0.17134; x64),164479,US,Unusual,Quadeca,Unusual,spotify:track:5WaEyQrGLKzvLZnwGVVZgU,trackdone,trackdone,False,False,False,
2019-01-01 07:27:16+00:00,Windows 10 (10.0.17134; x64),169360,US,Diamonds,Lil Xan,TOTAL XANARCHY,spotify:track:33x6PKa2BdKxQTicGAsTBD,trackdone,trackdone,False,False,False,
2019-01-01 18:37:32+00:00,Windows 10 (10.0.17134; x64),63465,US,coasting,bbno$,coasting,spotify:track:5YOoPykalMFlw8ye3qybvX,trackdone,unexpected-exit-while-paused,False,False,False,
2019-01-04 21:49:06+00:00,Windows 10 (10.0.17134; x64),10760,US,Slav King,DJ Blyatman,Slav King,spotify:track:4EYpUo1xhDRdburHyvAyEm,clickrow,endplay,False,False,False,
2019-01-04 21:49:37+00:00,Windows 10 (10.0.17134; x64),31898,US,Intro,Hard Bass School,The Album (Mixed),spotify:track:2k0wGESpzvlOaRB1Xjl2cs,clickrow,trackdone,False,False,False,
2019-01-04 21:49:59+00:00,Windows 10 (10.0.17134; x64),21131,US,Nash Gimn,Hard Bass School,The Album (Mixed),spotify:track:0QrblSNhFWUke8aGCVngK3,trackdone,fwdbtn,False,False,False,
2019-01-04 21:52:35+00:00,Windows 10 (10.0.17134; x64),155850,US,Opa Blja,Hard Bass School,The Album (Mixed),spotify:track:69Vhzo4WC3IX5fzhHZSQHV,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:26+00:00,Windows 10 (10.0.17134; x64),50800,US,Narkotik Kal,Hard Bass School,The Album (Mixed),spotify:track:6teQORVSc9h94ldfTPXOML,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:27+00:00,Windows 10 (10.0.17134; x64),940,US,V Kashu,Hard Bass School,The Album (Mixed),spotify:track:4ZCaj4UK71Zv7RY2RClx1r,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:27+00:00,Windows 10 (10.0.17134; x64),20,US,"Sex, Kvas, Hardbass",Hard Bass School,The Album (Mixed),spotify:track:4OcwUmrDRqMfleU7J5609Z,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:28+00:00,Windows 10 (10.0.17134; x64),0,US,Opa Blja! - Gari Seleckt Remix,Hard Bass School,The Album (Mixed),spotify:track:2OjFwHq1VPiB7F2yb1DR8i,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:28+00:00,Windows 10 (10.0.17134; x64),0,US,Nikolaj Hardbaskov - Jaunty Jump Remix,Hard Bass School,The Album (Mixed),spotify:track:2ntOu7CEeu6ZScDa0eIBeW,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:28+00:00,Windows 10 (10.0.17134; x64),0,US,"Tancuj Hardbass, Esli Ne Loh",Hard Bass School,The Album (Mixed),spotify:track:3FtJKBbqI3EcsxDANiSn4K,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:29+00:00,Windows 10 (10.0.17134; x64),0,US,Gop FM,Hard Bass School,The Album (Mixed),spotify:track:4ePGuwoliLfuuwFdlw0InK,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:29+00:00,Windows 10 (10.0.17134; x64),0,US,Nikolaj Hardbaskov - DJ Pelix Remix,Hard Bass School,The Album (Mixed),spotify:track:5d7YUIC3a7oFgonbKtqaHH,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:29+00:00,Windows 10 (10.0.17134; x64),0,US,Ljutyj Hardbass,Hard Bass School,The Album (Mixed),spotify:track:2kJQbqZbKspqn45S21BFjV,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:30+00:00,Windows 10 (10.0.17134; x64),0,US,Hardbass Uzhe Ne Tot,Hard Bass School,The Album (Mixed),spotify:track:2UOPX7ZnBPzfguGZ3OzEv7,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:30+00:00,Windows 10 (10.0.17134; x64),0,US,SPB Hardcore,Hard Bass School,The Album (Mixed),spotify:track:2aK6ZTBGA1FLi99Cgz5TYy,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:30+00:00,Windows 10 (10.0.17134; x64),0,US,228,Hard Bass School,The Album (Mixed),spotify:track:2DtOUkSalmrGmZoHRq1M0X,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:53:31+00:00,Windows 10 (10.0.17134; x64),0,US,Gop FM - DJ Pelix Remix,Hard Bass School,The Album (Mixed),spotify:track:5PluwnzdpLrnFtNz1VGJ6a,fwdbtn,fwdbtn,False,False,False,
2019-01-04 21:56:37+00:00,Windows 10 (10.0.17134; x64),187312,US,Slav King,DJ Blyatman,Slav King,spotify:track:4EYpUo1xhDRdburHyvAyEm,fwdbtn,trackdone,False,False,False,
2019-01-04 22:01:05+00:00,Windows 10 (10.0.17134; x64),267600,US,Bass Experiment,XS Project,The New Pumping Attack,spotify:track:2PgMVWFGD3Q6JelMxwzaYT,trackdone,trackdone,False,False,False,
2019-01-04 22:05:10+00:00,Windows 10 (10.0.17134; x64),234417,US,Grozny,XS Project,The New Pumping Attack,spotify:track:6uTSbx3OCeTYsfsRPF7QmA,trackdone,endplay,False,False,False,
2019-01-04 22:05:15+00:00,Windows 10 (10.0.17134; x64),1930,US,All Out Life,Slipknot,All Out Life,spotify:track:6vAQtUlYrzolE6SS9QCTs5,clickrow,endplay,False,False,False,
2019-01-05 00:44:06+00:00,Windows 10 (10.0.17134; x64),63360,US,Unforgivable,Deji,Unforgivable,spotify:track:0EFLLMlHHamW7MrdS6THUr,appload,endplay,False,False,False,
2019-01-05 00:47:07+00:00,Windows 10 (10.0.17134; x64),181124,US,Black Galaga,i.F.,The Tip Of A Tab (PO+),spotify:track:3Q2Rx0RRBRoXLKD4StCvnA,clickrow,trackdone,False,False,False,
2019-01-05 00:50:06+00:00,Windows 10 (10.0.17134; x64),179020,US,RAMPAGE,GRAVEDGR,Rampage,spotify:track:37hs3QImrFsiEZF2D92QGe,trackdone,trackdone,False,False,False,
2019-01-05 18:43:30+00:00,Windows 10 (10.0.17134; x64),144244,US,Phoenix,real1,Phoenix,spotify:track:4KcnStOHwNhTik6EuKkYKt,trackdone,unexpected-exit-while-paused,False,False,False,
2019-01-06 04:46:08+00:00,Windows 10 (10.0.17134; x64),1950,US,Unforgivable,Deji,Unforgivable,spotify:track:0EFLLMlHHamW7MrdS6THUr,appload,unexpected-exit-while-paused,False,False,False,
2019-01-06 05:56:01+00:00,Windows 10 (10.0.17134; x64),1950,US,Remember the Name (feat. Styles of Beyond),Fort Minor,The Rising Tied,spotify:track:6ndmKwWqMozN2tcZqzCX4K,clickrow,endplay,False,False,False,
2019-01-06 05:56:05+00:00,Windows 10 (10.0.17134; x64),1620,US,My Nigga,YG,My Krazy Life,spotify:track:02pf9lLM8Nb8l4u4ts1GWb,clickrow,endplay,False,False,False,
